id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
550509,ไชยวัฒนา,Chai Watthana,chai-watthana-550509,550509,55120,19.222,100.895
550510,เจดียชัย,Chedi Chai,chedi-chai-550510,550510,55120,19.162,100.838
550502,แงง,Ngaeng,ngaeng-550502,550502,55120,19.197,100.849
550513,ป่ากลาง,Pa Klang,pa-klang-550513,550513,55120,19.13,100.9
550511,ภูคา,Phu Kha,phu-kha-550511,550511,55120,19.254,101.091
550501,ปัว,Pua,pua-550501,550501,55120,19.168,100.903
550512,สกาด,Sakat,sakat-550512,550512,55120,19.27,101.031
550503,สถาน,Sathan,sathan-550503,550503,55120,19.224,100.951
550504,ศิลาแลง,Sila Laeng,sila-laeng-550504,550504,55120,19.148,100.967
550505,ศิลาเพชร,Sila Phet,sila-phet-550505,550505,55120,19.097,100.957
550506,อวน,Uan,uan-550506,550506,55120,19.029,100.998
550514,วรนคร,Woranakhon,woranakhon-550514,550514,55120,19.176,100.947
