id,name.th,name.en,name.slug,code.dopa,children_count.subdistricts,children_count.villages,geo.lat,geo.lon
6708,บึงสามพัน,Bueng Sam Phan,bueng-sam-phan,6708,9,123,15.791,101.022
6702,ชนแดน,Chon Daen,chon-daen,6702,9,139,16.092,100.832
6704,หล่มเก่า,Lom Kao,lom-kao,6704,9,99,16.857,101.229
6703,หล่มสัก,Lom Sak,lom-sak,6703,22,251,16.839,101.239
6701,เมืองเพชรบูรณ์,Mueang Phetchabun,mueang-phetchabun,6701,17,238,16.420,101.156
6709,น้ำหนาว,Nam Nao,nam-nao,6709,4,30,16.709,101.710
6707,หนองไผ่,Nong Phai,nong-phai,6707,13,142,15.956,101.103
6706,ศรีเทพ,Si Thep,si-thep,6706,7,106,15.436,100.971
6711,เขาค้อ,Thung Samo,thung-samo,6711,7,72,16.545,100.968
6710,วังโป่ง,Wang Pong,wang-pong,6710,5,64,16.297,100.678
6705,วิเชียรบุรี,Wichian Buri,wichian-buri,6705,14,192,15.628,101.061
