id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
260103,บ้านใหญ่,Ban Yai,ban-yai-260103,260103,26000,14.221,101.225
260106,ดอนยอ,Don Yo,don-yo-260106,260106,26000,14.128,101.109
260108,ดงละคร,Dong Lakhon,dong-lakhon-260108,260108,26000,14.136,101.167
260111,หินตั้ง,Hin Tang,hin-tang-260111,260111,26000,14.408,101.352
260112,เขาพระ,Khao Phra,khao-phra-260112,260112,26000,14.301,101.212
260101,นครนายก,Nakhon Nayok,nakhon-nayok-260101,260101,26000,14.198,101.233
260113,พรหมณี,Phrommani,phrommani-260113,260113,26000,14.264,101.164
260110,สาริกา,Sarika,sarika-260110,260110,26000,14.359,101.261
260107,ศรีจุฬา,Si Chula,si-chula-260107,260107,26000,14.072,101.132
260109,ศรีนาวา,Si Nawa,si-nawa-260109,260109,26000,14.209,101.267
260102,ท่าช้าง,Tha Chang,tha-chang-260102,260102,26000,14.192,101.176
260105,ท่าทราย,Tha Sai,tha-sai-260105,260105,26000,14.174,101.111
260104,วังกระโจม,Wang Krachom,wang-krachom-260104,260104,26000,14.176,101.212
