id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
301201,บัวใหญ่,Bua Yai,bua-yai-301201,301201,30120,15.602,102.438
301215,ด่านช้าง,Dan Chang,dan-chang-301215,301215,30120,15.623,102.407
301206,ดอนตะหนิน,Don Tanin,don-tanin-301206,301206,30120,15.486,102.466
301203,ห้วยยาง,Huai Yang,huai-yang-301203,301203,30120,15.626,102.363
301220,ขุนทอง,Khun Thong,khun-thong-301220,301220,30120,15.683,102.364
301214,กุดจอก,Kut Chok,kut-chok-301214,301214,30120,15.571,102.502
301208,โนนทองหลาง,Non Thonglang,non-thonglang-301208,301208,30120,15.522,102.374
301207,หนองบัวสะอาด,Nong Bua Sa-at,nong-bua-sa-at-301207,301207,30120,15.593,102.3
301224,หนองแจ้งใหญ่,Nong Chaeng Yai,nong-chaeng-yai-301224,301224,30120,15.567,102.372
301204,เสมาใหญ่,Sema Yai,sema-yai-301204,301204,30120,15.516,102.429
