id,name.local,name.en,name.slug,code.id,zip_codes,geo.lat,geo.lon
801606,บ้านราม,Ban Ram,ban-ram-801606,801606,80170,8.081,100.257
801607,บางนบ,Bang Nop,bang-nop-801607,801607,80170,8.104,100.261
801601,หัวไทร,Hua Sai,hua-sai-801601,801601,80170,8.037,100.286
801605,เขาพังไกร,Khao Phang Krai,khao-phang-krai-801605,801605,80170,7.976,100.272
801609,ควนชะลิก,Khuan Chalik,khuan-chalik-801609,801609,80170,7.907,100.206
801611,เกาะเพชร,Ko Phet,ko-phet-801611,801611,80170,8.112,100.291
801604,แหลม,Laem,laem-801604,801604,80170,7.97,100.192
801602,หน้าสตน,Na Saton,na-saton-801602,801602,80170,7.969,100.322
801610,รามแก้ว,Ram Kaeo,ram-kaeo-801610,801610,80170,7.932,100.276
801603,ทรายขาว,Sai Khao,sai-khao-801603,801603,80170,8.04,100.226
801608,ท่าซอม,Tha Som,tha-som-801608,801608,80170,8.146,100.246
