id,name.local,name.en,name.slug,code.id,children_count.subdistrict,geo.lat,geo.lon
3319,เบญจลักษ์,Benchalak,benchalak-3319,3319,5,14.778,104.594
3311,บึงบูรพ์,Bueng Bun,bueng-bun-3311,3311,2,15.328,104.067
3312,ห้วยทับทัน,Huai Thap Than,huai-thap-than-3312,3312,6,14.966,104.069
3304,กันทรลักษ์,Kantharalak,kantharalak-3304,3304,20,14.66,104.657
3303,กันทรารมย์,Kanthararom,kanthararom-3303,3303,16,15.066,104.583
3305,ขุขันธ์,Khukhan,khukhan-3305,3305,22,14.669,104.271
3308,ขุนหาญ,Khun Han,khun-han-3308,3308,12,14.635,104.371
3318,เมืองจันทร์,Mueang Chan,mueang-chan-3318,3318,3,15.198,104.035
3301,เมืองศรีสะเกษ,Mueang Si Sa Ket,mueang-si-sa-ket-3301,3301,16,15.015,104.369
3315,น้ำเกลี้ยง,Nam Kliang,nam-kliang-3315,3315,6,14.93,104.451
3313,โนนคูณ,Non Khun,non-khun-3313,3313,5,14.923,104.614
3320,พยุห์,Phayu,phayu-3320,3320,5,14.898,104.334
3321,โพธิ์ศรีสุวรรณ,Pho Si Suwan,pho-si-suwan-3321,3321,5,15.233,104.111
3306,ไพรบึง,Phrai Bueng,phrai-bueng-3306,3306,6,14.857,104.303
3317,ภูสิงห์,Phu Sing,phu-sing-3317,3317,7,14.588,104.079
3307,ปรางค์กู่,Prang Ku,prang-ku-3307,3307,10,14.881,104.042
3309,ราษีไศล,Rasi Salai,rasi-salai-3309,3309,13,15.435,104.125
3314,ศรีรัตนะ,Si Rattana,si-rattana-3314,3314,7,14.806,104.419
3322,ศิลาลาด,Sila Lat,sila-lat-3322,3322,4,15.473,104.139
3310,อุทุมพรพิสัย,Uthumphon Phisai,uthumphon-phisai-3310,3310,19,15.12,104.178
3316,วังหิน,Wang Hin,wang-hin-3316,3316,8,14.926,104.204
3302,ยางชุมน้อย,Yang Chum Noi,yang-chum-noi-3302,3302,7,15.212,104.413
